암호화요양기호,요양기관명_x,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,개설일자,좌표(x),좌표(y),동,요양기관명_y,주차가능대수,주차비용부담여부,주차_기타안내사항,응급실 주간운영여부,응급실 야간운영여부,접수시간_평일,접수시간_토요일,오시는 길,휴진 안내,점심시간,비고,일요일 진료시작시간,일요일 진료종료시간,월요일 진료시작시간,월요일 진료종료시간,화요일 진료시작시간,화요일 진료종료시간,수요일 진료시작시간,수요일 진료종료시간,목요일 진료시작시간,목요일 진료종료시간,금요일 진료시작시간,금요일 진료종료시간,토요일 진료시작시간,토요일 진료종료시간,count_null
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,롯데약국,81,약국,210000,부산,210011,부산금정구,구서동,46243,부산광역시 금정구 구서로 17 1층 (구서동),1998-03-30,129.0890496,35.2466285,구서동,롯데약국,4,Y,야간(19시 이후)엔 운영하지 않습니다.,N,N,,,구서시장 맡은 편 덕원메디칼 빌딩 1층 구서시장에서 부산은행 방향 좌측 약 30m,"[휴진 안내]
일요일 : 매월 2주, 5주 쉽니다.
공휴일 : 09시부터 17시까지 운영합니다.","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 매월 2주, 5주 쉽니다.
공휴일 : 09시부터 17시까지 운영합니다.

[점심 시간]
평일 : 없음
토요일 : 없음",:11:00,:19:59,8:30:00,21:30:59,8:30:00,21:30:59,8:30:00,21:30:59,8:30:00,21:30:59,8:30:00,21:30:59,8:30:00,19:00:59,0
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,부평자애약국,81,약국,220000,인천,220003,인천부평구,부평동,21430,인천광역시 부평구 동수로 50 (부평동),2012-09-14,126.724136,37.4851102,부평동,부평자애약국,,,,N,N,,,롯데백화점사거리 로얄프라자 1층  ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,17:00:59,2
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,정성온누리약국,81,약국,110000,서울,110013,영등포구,신길동,7436,서울특별시 영등포구 신길로 36 (신길동),2010-03-02,126.9087385,37.4957913,신길동,정성온누리약국,,,,N,N,,,  ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:15:00,:20:59,8:30:00,22:00:59,8:30:00,22:00:59,8:30:00,22:00:59,8:30:00,22:00:59,8:30:00,22:00:59,8:30:00,21:00:59,0
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjODEjJDEjJDYjJDgz,오거리 수약국,81,약국,310000,경기,312100,이천시,,17363,"경기도 이천시 이섭대천로 1242 107호 (창전동, 정곤빌딩)",2015-12-09,127.4472093,37.2812207,창전동,오거리 수약국,30,Y,방문해 약국도장 받으면 30분은 무료주차 가능합니다.(동부과수농협 뒤쪽에 약국건물 흥인프라자 주차장이 있습니다),N,N,,,  ,"[휴진 안내]
일요일 : 매주 휴진
공휴일 : 오전10시~오후8시까지","[점심 시간]
평일 : 오후1시~2시
토요일 : 점심시간 없이 오후3시까지 근무","[휴진 안내]
일요일 : 매주 휴진
공휴일 : 오전10시~오후8시까지

[점심 시간]
평일 : 오후1시~2시
토요일 : 점심시간 없이 오후3시까지 근무",:n:00,:n:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,15:00:59,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQzIyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,행복가득한약국,81,약국,310000,경기,311901,고양덕양구,,10524,경기도 고양시 덕양구 무원로 62 1층 (행신동),2012-07-02,126.8325519,37.6184303,행신동,행복가득한약국,,,,N,N,09시 - 22시,09시 - 22시,무원마을 10단지 정문 맞은편 10m,"[휴진 안내]
일요일 : 10시 - 22시
공휴일 : 10시 - 22시","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 10시 - 22시
공휴일 : 10시 - 22시

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,초원약국,81,약국,110000,서울,110015,은평구,응암동,3464,서울특별시 은평구 은평로10길 4 (응암동),2012-07-02,126.9228255,37.5999831,응암동,초원약국,,,,N,N,,,  ,"[휴진 안내]
일요일 : 휴진
공휴일 : 휴진","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 휴진
공휴일 : 휴진

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,희망찬약국,81,약국,220000,인천,220006,인천남동구,,21545,인천광역시 남동구 남동대로 900 (간석동),2007-01-15,126.7085617,37.4627226,,희망찬약국,4,N,,N,N,,,나사렛한방병원입구 간석농협중앙회앞 ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,17:00:59,2
JDQ4MTg4MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz,평제약국,81,약국,110000,서울,110007,동대문구,제기동,2478,서울특별시 동대문구 약령시로 51 (제기동),1981-04-10,127.0357828,37.5830158,제기동,평제약국,,,약국앞에주차할수있음,N,N,,,  ,"[휴진 안내]
일요일 : 휴업
공휴일 : 휴업","[점심 시간]
평일 : 12시00분--13시00분
토요일 : 12시00분--13시00분","[휴진 안내]
일요일 : 휴업
공휴일 : 휴업

[점심 시간]
평일 : 12시00분--13시00분
토요일 : 12시00분--13시00분",:n:00,:n:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,20:00:59,2
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,문학사랑약국,81,약국,220000,인천,220001,인천미추홀구,문학동,22238,인천광역시 미추홀구 소성로326번길 4 (문학동),2007-05-23,126.6832653,37.4373867,문학동,문학사랑약국,,,,N,N,,,문학동 구도로 문학우체국 건너편에서 2분거리  ,"[휴진 안내]
일요일 : 전부 휴진
공휴일 : 12:00~20:00","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 전부 휴진
공휴일 : 12:00~20:00

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:00:00,21:30:59,9:00:00,21:30:59,9:00:00,21:30:59,9:00:00,21:30:59,9:00:00,21:30:59,9:00:00,20:00:59,2
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQ1IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,염산종로약국,81,약국,360000,전남,360014,영광군,,57066,전라남도 영광군 염산면 천년로 20-1 (),2015-01-16,126.3741659,35.2171474,,염산종로약국,,,선착장 공용주차장 이용 가능,N,N,,,고흥군 도양읍 소록도 선착장 북쪽으로 20m 즐거운내과와 연세의원사이,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,드림약국,81,약국,370000,경북,370702,포항북구,,37587,경상북도 포항시 북구 장량로 79 (양덕동),2016-02-27,129.3890986,36.082456,양덕동,드림약국,,,,N,N,09시00분 ~21시00분,09시00분~21시00분,장성메디칼빌딩 추신경외과병원1층 0미터,"[휴진 안내]
일요일 : 전부휴진
공휴일 : 전부휴진","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 전부휴진
공휴일 : 전부휴진

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,내동우리약국,81,약국,250000,대전,250003,대전서구,내동,35285,대전광역시 서구 동서대로 981 1층 (내동),2003-03-25,127.3715057,36.3343228,내동,내동우리약국,4,N,,N,N,,,서부초등학교 동쪽 200미터,"[휴진 안내]
일요일 : 전부휴진
공휴일 : 전부휴진","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 전부휴진
공휴일 : 전부휴진

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQ1IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,희망약국,81,약국,310000,경기,310011,연천군,전곡읍,11034,경기도 연천군 전곡읍 전곡로 146 (전곡읍),1990-03-28,127.0689162,38.0252227,전곡읍,희망약국,,,,N,N,9시00분 - 20시00분,9시00분 - 17시00분,전곡정형외과 전곡정형외과 정문에서 우측 5m,"[휴진 안내]
일요일 : 없음
공휴일 : 오후 6시 이후","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 오후 6시 이후

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxOTYxIzUxIyQxIyQ1IyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,금호약국,81,약국,380000,경남,380100,김해시,,50954,경상남도 김해시 함박로101번길 23 (외동),2000-12-19,128.865325,35.234243,외동,금호약국,30,Y,상가1시간이용무료,N,N,,,외동대동아파트주상가 정문에서좌측 20m,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 13시00분-14시00분
토요일 : 13시00분-14시00분","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 13시00분-14시00분
토요일 : 13시00분-14시00분",:17:00,:21:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,0
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,한일약국,81,약국,360000,전남,360300,목포시,호남동,58722,전라남도 목포시 호남로 71 (호남동),1974-05-03,126.3865237,34.7941709,호남동,한일약국,,,,N,N,,,한국전기안전공사 전기안전공사 옆 ,"[휴진 안내]
일요일 : 휴무
공휴일 : 휴무","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 휴무
공휴일 : 휴무

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,가나약국,81,약국,360000,전남,360300,목포시,,58651,전라남도 목포시 영산로 343 1층 (용당동),2019-05-13,126.4028925,34.8062438,용당동,가나약국,,,,N,N,,,동부 광장(2호 광장) 2호광장에서 산정초등학교 방향 10m,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,8:00:00,18:30:59,8:00:00,18:30:59,8:00:00,18:30:59,8:00:00,18:30:59,8:00:00,18:30:59,8:00:00,15:30:59,2
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,세명약국,81,약국,360000,전남,360400,순천시,행동,57941,전라남도 순천시 호남길 3 (행동),2006-12-18,127.4837284,34.9569146,행동,세명약국,,,,N,N,,,순천의료원 정문 앞 30m,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz,부부약국,81,약국,360000,전남,360002,고흥군,고흥읍,59543,전라남도 고흥군 고흥읍 고흥로 1754 (고흥읍),2009-06-22,127.28595,34.607384,고흥읍,부부약국,,,광주은행 뒤 공용주차장 사용가능,N,N,08시00분 ~ 18시00분,08시00분 ~ 13시00분,고흥 광주은행 공용터미널 방향 100미터,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,8:00:00,18:00:59,8:00:00,18:00:59,8:00:00,18:00:59,8:00:00,18:00:59,8:00:00,18:00:59,8:00:00,13:00:59,2
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,미래 온누리 약국,81,약국,360000,전남,360008,담양군,,57344,전라남도 담양군 담양읍 지침3길 5 (),2008-02-29,126.9840251,35.3158362,,미래 온누리 약국,,,,N,N,,,  ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,8:20:00,18:00:59,8:20:00,18:00:59,8:20:00,18:00:59,8:20:00,18:00:59,8:20:00,18:00:59,8:20:00,13:00:59,2
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQxIyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,소망약국,81,약국,360000,전남,360500,여수시,,59655,전라남도 여수시 소라면 죽림로 15 (),2008-09-12,127.6395937,34.762314,,소망약국,,,,N,N,,,국민은행 국민은행 건너편 50m,"[휴진 안내]
일요일 : 휴무
공휴일 : 09:00~13:00","[점심 시간]
평일 : 13:00~14:00
토요일 : 13:00~14:00","[휴진 안내]
일요일 : 휴무
공휴일 : 09:00~13:00

[점심 시간]
평일 : 13:00~14:00
토요일 : 13:00~14:00",:n:00,:n:59,8:00:00,19:00:59,8:00:00,19:00:59,8:00:00,19:00:59,8:00:00,19:00:59,8:00:00,19:00:59,9:00:00,14:00:59,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,미래팜영통약국,81,약국,310000,경기,310604,수원영통구,영통동,16703,"경기도 수원시 영통구 봉영로 1569 409-1호 (영통동, 뉴월드프라자)",2007-06-01,127.0710165,37.2520638,영통동,미래팜영통약국,50,Y,주차 도장 두시간 무료 이용가능,N,N,,,영통역 뉴월드 프라자   4층 영통 롯데프라자 옆건물 ,"[휴진 안내]
일요일 : 9:20-13:30
공휴일 : 9:30-13:30","[점심 시간]
평일 : 13:00-14:00
토요일 : 13:00-14:00","[휴진 안내]
일요일 : 9:20-13:30
공휴일 : 9:30-13:30

[점심 시간]
평일 : 13:00-14:00
토요일 : 13:00-14:00",:9:00,:13:59,9:00:00,21:00:59,9:00:00,19:00:59,9:00:00,21:00:59,9:00:00,19:00:59,9:00:00,21:00:59,9:00:00,17:00:59,0
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjODEjJDEjJDYjJDgz,큰나무약국,81,약국,380000,경남,380100,김해시,,50862,경상남도 김해시 진영읍 김해대로361번길 8 (),2016-02-26,128.7297998,35.3074876,,큰나무약국,,,,N,N,,,구산동 육거리 서쪽( 연지공원 방향) 50미터,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,광안그린약국,81,약국,210000,부산,210014,부산수영구,,48250,"부산광역시 수영구 광일로 49 109동 상가109호 (광안동, 비치그린아파트)",2017-06-20,129.1084625,35.1622314,,광안그린약국,,,,Y,N,,,31번 버스종점 종점에서 좌측 20m,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:00:00,19:30:59,9:00:00,19:30:59,9:00:00,19:30:59,9:00:00,19:30:59,9:00:00,19:30:59,9:00:00,16:00:59,2
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxNzAyIzMxIyQxIyQ3IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,성모약국,81,약국,220000,인천,220005,인천서구,,22781,"인천광역시 서구 원창로 174 102,103호 (신현동)",2008-02-29,126.668651,37.5175148,신현동,성모약국,5,N,,N,N,오전:6:45~새벽:02:00,오전:6:45~새벽:02:00,하늘채아파트136동앞 서경백화점에서신현북초등학교방향 100m,"[휴진 안내]
일요일 : 운영
공휴일 : 운영","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 운영
공휴일 : 운영

[점심 시간]
평일 : 없음
토요일 : 없음",:6:00,:2:59,6:40:00,2:00:59,6:40:00,2:00:59,6:40:00,2:00:59,6:40:00,2:00:59,6:40:00,2:00:59,:n:00,:n:59,2
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,권약국,81,약국,310000,경기,310603,수원팔달구,,16455,경기도 수원시 팔달구 덕영대로895번길 8 1호 (매산로1가),1984-03-21,127.0001578,37.2688052,,권약국,,,,N,N,,,세진브론즈 주상복합건물 인천방향 100m,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,첨단온누리약국,81,약국,240000,광주,240004,광주광산구,산월동,62282,광주광역시 광산구 첨단중앙로68번길 134 호반상가1동 107호 (산월동),2014-10-13,126.8503699,35.2103003,산월동,첨단온누리약국,,,,N,N,,,온누리금성약국 장성터미널 정문에서 우회전 10m,"[휴진 안내]
일요일 : 휴진
공휴일 : 08시30분~13시00","[점심 시간]
평일 : 12시30분~13시30분
토요일 : 12시30분~13시30분","[휴진 안내]
일요일 : 휴진
공휴일 : 08시30분~13시00

[점심 시간]
평일 : 12시30분~13시30분
토요일 : 12시30분~13시30분",:n:00,:n:59,8:30:00,19:00:59,8:30:00,19:00:59,8:30:00,19:00:59,8:30:00,19:00:59,8:30:00,19:00:59,8:30:00,19:00:59,2
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ1IyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,늘푸른약국,81,약국,240000,광주,240005,광주남구,,61688,광주광역시 남구 대남대로 135 (봉선동),2007-04-02,126.9101412,35.133741,봉선동,늘푸른약국,10,N,동아빌딩 지하 주차장 이용,N,N,,,광주은행 하남로지점 바로 옆  ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:13:00,:22:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,13:00:59,0
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz,조례큰약국,81,약국,360000,전남,360400,순천시,조례동,57949,전라남도 순천시 이수로 325 (조례동),2003-04-15,127.519246,34.9541384,조례동,조례큰약국,25,N,조례큰약국 ~ LG전자 사이  3층 철골유료주차장.(조윤향빌딩건물 이용시 무료),Y,N,,,조례동 국민은행 눈애편한안경점~동신대 한방병원사이 국민은행 4거리,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 1시00분~2시00분
토요일 : 1시00분~2시00분","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 1시00분~2시00분
토요일 : 1시00분~2시00분",:n:00,:n:59,8:30:00,19:00:59,8:30:00,19:00:59,8:30:00,19:00:59,8:30:00,19:00:59,8:30:00,19:00:59,8:30:00,16:00:59,2
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQzIyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz,새봄약국,81,약국,240000,광주,240003,광주서구,,62014,광주광역시 서구 금화로 90 동해빌딩 1층 (금호동),2009-03-16,126.8585477,35.1319427,,새봄약국,20,N,,N,N,,,동해빌딩내 4층 서구문화센터4거리 ,"[휴진 안내]
일요일 : 휴진
공휴일 : 오전9시 ~ 13시00분","[점심 시간]
평일 : 12시30분 ~ 14시00분
토요일 : 12시30분 ~ 14시00분","[휴진 안내]
일요일 : 휴진
공휴일 : 오전9시 ~ 13시00분

[점심 시간]
평일 : 12시30분 ~ 14시00분
토요일 : 12시30분 ~ 14시00분",:n:00,:n:59,8:30:00,19:00:59,8:30:00,20:30:59,8:30:00,19:00:59,8:30:00,20:30:59,8:30:00,19:00:59,8:30:00,17:00:59,2
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,광산아이사랑약국,81,약국,240000,광주,240004,광주광산구,,62319,광주광역시 광산구 임방울대로 162 1층 105호 (운남동),2017-01-01,126.8180639,35.1755833,운남동,광산아이사랑약국,40,N,"지상1,2주차장. 지하주차장 사용가능",N,N,08시00분~21시30분,08시00분~17시30분,운남고등학교 운남고등학교 건너편 100m,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 12시30분~14시00분
토요일 : 12시30분~14시00분","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 12시30분~14시00분
토요일 : 12시30분~14시00분",:9:00,:18:59,8:00:00,22:00:59,8:00:00,22:00:59,8:00:00,22:00:59,8:00:00,22:00:59,8:00:00,22:00:59,8:00:00,18:00:59,0
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxNzAyIzExIyQxIyQzIyQxMyQzNjEwMDIjNzEjJDEjJDgjJDgz,서현약국,81,약국,380000,경남,380701,창원마산회원구,,51236,경상남도 창원시 마산회원구 내서읍 삼계로 12 1층 101호,2018-04-02,128.5034759,35.232225,,서현약국,8,N,,N,N,,,장유 롯데마트 정문 앞 50m,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:9:00,:22:59,9:10:00,22:30:59,9:10:00,22:30:59,9:10:00,22:30:59,9:10:00,22:30:59,9:10:00,22:30:59,9:10:00,22:30:59,0
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNzEjJDEjJDgjJDgz,푸른온누리약국,81,약국,110000,서울,110003,강서구,,7595,서울특별시 강서구 방화대로34길 92 불해빌딩 1층 (방화동),2010-04-01,126.8214511,37.5708584,방화동,푸른온누리약국,1,N,,N,N,,,롯데슈퍼 맞은편 5m,"[휴진 안내]
일요일 : 휴진
공휴일 : 9시~14시근무","[점심 시간]
평일 : 13시부터 14시
토요일 : 13시부터14시","[휴진 안내]
일요일 : 휴진
공휴일 : 9시~14시근무

[점심 시간]
평일 : 13시부터 14시
토요일 : 13시부터14시",:n:00,:n:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,19:00:59,2
